,Item_id,Price,Street,Neighborhood,Parking,Balconies,Size,Floors,Asset_classification,Ac,Furniture,Handicapped,Immediate,Floors_text,Street_id,Rooms,Floor,Shelter,On_pillars,Elevator,Storeroom,Lat,Long,City,City_code,Date_added,Date_of_entry,Neighborhood_id,Garden_size,Home_number,Agency,Images,Text,Asset_type,Broker,Accuracy,Date,Last_update,Valid,Build_year,Year,Distance_sea,Train,Age,Neighborhood_rank,Street_rank,Gush_rank,Helka_rank,Predicted,Difference
277,bgj6s9qj,"4,300,000 ₪",צידון,הצפון הישן - צפון,ללא,1.0,60.0,5.0,2.0,1.0,0.0,0.0,0.0,5.0,406.0,3.0,3.0,1.0,0.0,1.0,0.0,32.096676,34.775086,תל אביב יפו,5000,2023-07-04 10:20:29,04/07/2023,1483.0,0.0,4.0,,[],"מכירה, דירה, קומה 3, תל אביב יפו
דירה מתוקה באזור הכי שווה בת״א צמוד לנמל ת״א. 3 דק הליכה מהים",דירה,False,100,2023-07-04,עודכן ב 04/07/2023,,1950,2023,42305,842179,73,59259,69262,72619,73374,4671543,-371543
278,vce0s8mu,"2,200,000 ₪",שבטי ישראל,"צהלון, שיכוני חסכון",ללא,0.0,64.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,1983.0,3.0,2.0,0.0,1.0,0.0,0.0,32.048105,0.0,תל אביב יפו,5000,2023-05-16 00:35:39,19/06/2023,494.0,0.0,30.0,מאיר,[],"ברחוב שבטי ישראל מרחק יריקה משדרות ירושלים וממתחם קפה עלמה ואבו חסן, מוצעת למכירה דירת 3 חדרים מתוקה עם פוטנציאל גדול ! הדירה 63.5 מטר בטאבו , מוארת מאוד, מלאת כיוני אויר , סלון מטבח עם מרפסת שירות, 2 חדרי שינה וחדרי רחצה, מושכרת ב 3800 שח לשוכרים טובים.
טובה מאוד למגורים. בנין עם פוטנציאל השבחה עתידי.

בשלות מכירה וגמישות לרציניים",דירה,True,90,2023-05-16,עודכן היום,,2010,2023,216,3471,13,49734,33225,50296,18269,2015336,184664
279,2vkl3i4m,"5,250,000 ₪",החשמונאים,"גני שרונה, קרית הממשלה",1,1.0,89.0,48.0,1.0,0.0,0.0,0.0,0.0,48.0,1107.0,4.0,36.0,0.0,0.0,1.0,1.0,32.068858,0.0,תל אביב יפו,5000,2021-05-19 15:00:38,לא צוין,1462.0,0.0,100.0,רוזיו נכסים,"['//img.yad2.co.il/Pic/202105/19/2_5/o/o2_5_1_09604_20210519150534.jpg', '//img.yad2.co.il/Pic/202105/19/2_5/o/o2_5_2_05796_20210519150535.jpg', '//img.yad2.co.il/Pic/202105/19/2_5/o/o2_5_3_05163_20210519150535.jpg', '//img.yad2.co.il/Pic/202105/19/2_5/o/o2_5_4_09637_20210519150536.jpg', '//img.yad2.co.il/Pic/202105/19/2_5/o/o2_5_5_02453_20210519150536.jpg']","במגדלי גינדי TLV!במגדל השני!דירת 4 חדרים 90 מ""ר +  12 מ""ר מרפסת שמש ! קומה 36 ! נוף פתוח מהמם ! חניה פרטית ומחסן ! שוער 24/7 ! אכלוס מיידי.שיווק בלעדי! מספר נכס : 4961668",דירה,True,90,,,,1954,2023,1308,1692,69,58990,55437,52156,47813,4545129,704871
280,hcs1cmc9,"3,460,000 ₪",שתולים,"עזרא, הארגזים",1,1.0,105.0,17.0,6.0,1.0,0.0,1.0,0.0,17.0,2815.0,4.0,10.0,1.0,1.0,1.0,1.0,32.043705,0.0,תל אביב יפו,5000,2022-12-10 19:57:56,09/02/2023,488.0,0.0,63.0,ירון רוזנבוים,[],"תהיה גמישות במחיר! 
למכירה בבלעדיות בת""א 
ב*פארק TLV* המתחם המוביל והחדשני בת""א רחוב *שתולים*
בבניין הכי מפואר במתחם, 
נוף פתוח, קו ראשון לפארק! 
קומה 10 לכיוון מערב ודרום
4 חדרים מרווחים 98 מ""ר כולל יחידת הורים וממ""ד 
מרפסת מפנקת 12 מ""ר 
חנייה תת קרקעית 
מחסן 
החנייה והמחסן במיקום מצויין קרוב למעלית 
בניין חדיש, מועדון דיירים, פיר אשפה ועוד  


*ירון רוזנבוים* 
רימקס פלייס",דירה,True,90,,,,1960,2023,3885,2088,63,32612,48040,32612,32381,3639648,-179648
281,sj20cd66,"3,490,000 ₪",העבודה,"לב תל אביב, לב העיר צפון",ללא,0.0,57.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,1114.0,2.0,3.0,1.0,0.0,1.0,0.0,32.070686,0.0,תל אביב יפו,5000,2023-04-04 08:36:50,23/04/2023,1520.0,0.0,4.0,בר אדרי,[],"למכירה בבלעדיות בלב העיר
ברחוב העבודה 4 ,פריים לוקיישן, קרוב להכל!
 דירת 57 מ""ר יפהפיה ומתוקה עם אופי תל אביבי 
2 חדרים, קומה 3 עם מעלית עד הקומה. 
בניין שעבר שיפוץ
חזיתית לרחוב
ממ""ד
*פתרון חניה בחניון בצלאל הקרוב*",דירה,True,90,,,,1996,2023,998,2094,27,58990,74285,54453,49086,3034619,455381
282,aymri0gf,"2,650,000 ₪",עודד,רמת הטייסים,ללא,1.0,80.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2608.0,3.0,1.0,1.0,0.0,0.0,0.0,32.05563,0.0,תל אביב יפו,5000,2022-12-19 23:44:20,לא צוין,1649.0,0.0,18.0,תיווך יד אליהו עסק משפחתי 48 שנות ניסיון,[],"דירת 3,5 חדרים עורפית, במצב מעולה!
 דירה מלאה באור ושמש
פוטנציאל אדיר לפינוי בינוי בשכונה הציורית,
בשכונת רמת הטייסים השקטה והמבוקשת!!!
נכס מהמם - אין דברים כאלה!
באחד הרחובות המבוקשים של 
תל אביב ועל התוואי של הרכבת הקלה. 
לגור במושב קטן בתוך העיר הגדולה, באיזור שרק עצים וירוק מסביב, נכס ייחודי בין שכונת רמת חן לרמת הטייסים וגבול גבעתיים.
נושקת לפארק וולפסון,מוסדות לימוד מעולים,
ותחבורה ציבורית",דירה,True,90,,,,1950,2023,4814,2644,73,48000,42275,48000,42728,3295685,-645685
283,u4j2vgkp,"3,000,000 ₪",אסירי ציון,קרית שלום,1,1.0,90.0,13.0,2.0,1.0,0.0,1.0,1.0,13.0,2392.0,4.0,5.0,1.0,0.0,1.0,0.0,32.046412,0.0,תל אביב יפו,5000,2022-03-02 15:15:24,12/01/2023,212.0,0.0,17.0,אביבית,[],"בקריית שלום המתפתחת בחלק הטוב ליד הקאנטרי, דירה מקסימה בבניינים הגבוהים, דירה מקיסמה 4 חדרים 90 מטר פלוס מרפסת שמש 12 מטר 
יש חדר שינה מאסטר עם מקלחת שירותים וחדר ארונות ועוד אמבטיה שירותים ומרפסת שירות נוספת, 3 מעליות, חנייה תת קרקעית פרטית בטאבו 
דירה טובה גם למשקיעים",דירה,True,90,,,,1999,2023,2084,1585,24,35355,31818,36385,29340,2834242,165758
284,8p5qhxy3,"4,200,000 ₪",בן יהודה,"לב תל אביב, לב העיר צפון",ללא,2.0,80.0,5.0,6.0,1.0,0.0,0.0,0.0,5.0,510.0,3.0,5.0,1.0,1.0,1.0,0.0,32.074816,0.0,תל אביב יפו,5000,2021-12-27 15:38:58,לא צוין,1520.0,0.0,13.0,מאיה אפרים,[],"מיני פנטהאוז חדש פסיעה מהים! בבניין משופץ דירת 3 חד' בקומה חמישית ואחרונה כ60 מ""ר בנוי פלוס 20 מ""ר מרפסות. נוף פתוח לחזית ועורף.  3 כיווני אוויר. נכס נדיר ומיוחד!

צרו קשר לפרטים נוספים ותיאום פגישה",דירה,True,90,,,,1960,2023,333,2616,63,59259,59033,52054,53252,4260227,-60227
285,vtzmuy5b,"2,650,000 ₪","מח""ל",נווה אליעזר וכפר שלם מזרח,1,1.0,101.0,9.0,3.0,1.0,0.0,1.0,1.0,9.0,2958.0,4.0,7.0,1.0,0.0,1.0,0.0,32.048826,0.0,תל אביב יפו,5000,2023-03-09 11:29:59,02/05/2023,209.0,0.0,60.0,איתי דוד,[],"רחוב מח״ל 60, תל אביב
 דירת 4 חדרים גדולה ומרווחת
94 מ״ר+מרפסת שמש 7 מטר
 דירה עורפית ושקטה במיוחד הפונה לירוק.
 קומה 7 עם מעלית 
 כיווני אוויר מצויינים דרום/ צפון/ מערב  
 מאסטר רום הורים עם שרותים ומקלחת+ חדר ארונות
 חנייה בטאבו
 קיים חדר שירות/מחסן 
 ממ״ד
 בניין מתוחזק ומנוהל היטב",דירה,True,90,,,,2012,2023,4851,2825,11,34552,27811,31625,27459,2787075,-137075
286,9n8lq45z,"2,680,000 ₪",צייטלין,הצפון החדש - דרום,ללא,1.0,48.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1033.0,2.0,0.0,0.0,0.0,0.0,0.0,32.079535,0.0,תל אביב יפו,5000,2023-01-30 13:47:11,03/05/2023,1519.0,0.0,9.0,ירון,[],"מציאה לזריזים, פוטנציאל השבחה גבוה קיים דייר בשכירות מוארת שקטה במיקום חד פעמי התקשרו לתאום",דירה,True,90,,,,1948,2023,1501,1699,75,69705,68518,62456,64522,3529534,-849534
287,ozngl53s,"3,500,000 ₪",חסידי האומות,"מכללת תל אביב יפו, דקר",1,1.0,78.0,11.0,2.0,1.0,0.0,0.0,0.0,11.0,2148.0,3.0,4.0,1.0,0.0,1.0,0.0,32.041964,0.0,תל אביב יפו,5000,2022-11-14 15:44:03,לא צוין,496.0,0.0,24.0,HOME MARKET JAFFA,[],"בפרויקט יפו בשדרה בתכנון האדריכל אילן פיבקו, דירת 3 חדרים מוארת הפונה לנוף פתוח.
78 מ""ר | 12 מ""ר מרפסת | חניה תת קרקעית רגילה בטאבו!

אידיאלית למגורים והשקעה, בצמוד לתחנת הרכבת הקלה ושדרות ירושלים שעברו חידוש. מרחק הליכה משוק הפשפשים, בתי קפה, מקומות בילוי רבים וחוף הים.

מחיר מבוקש: 3,650,000 ₪",דירה,True,90,,,,2015,2023,556,3879,8,30693,37819,33813,40336,2837489,662511
288,gpg4kxiz,"3,190,000 ₪",מטלון,נווה שאנן,1,1.0,51.0,6.0,1.0,1.0,0.0,1.0,1.0,6.0,2327.0,2.0,3.0,1.0,0.0,1.0,0.0,32.05756,0.0,תל אביב יפו,5000,2023-03-14 14:47:50,16/04/2023,307.0,0.0,78.0,רוזיו נכסים,"['//img.yad2.co.il/Pic/202303/14/2_5/o/o2_5_1_02347_20230314144747.jpg', '//img.yad2.co.il/Pic/202303/14/2_5/o/o2_5_2_06426_20230314144748.jpg', '//img.yad2.co.il/Pic/202303/14/2_5/o/o2_5_3_02684_20230314144748.jpg', '//img.yad2.co.il/Pic/202303/14/2_5/o/o2_5_4_04960_20230314144749.jpg', '//img.yad2.co.il/Pic/202303/14/2_5/o/o2_5_5_02268_20230314144749.jpg']","ברחוב מטלון במזרח שכונת פלורנטין! דירת 2 חדרים חדשה בפרויקט איכותי חדש! 51 מ""ר + 10 מ""ר מרפסת שמש! חניה פרטית! מרחק פסיעה למדרחוב לוינסקי השוקק והקולינרי! אכלוס בקרוב מאוד! נכס 6158160",דירה,True,90,,,,1948,2023,1301,1602,75,56024,51744,39173,43550,2468105,721895
289,lhvxhj92,"2,790,000 ₪",דרור,"צפון יפו, המושבה האמריקאית-גרמנית",ללא,1.0,52.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1988.0,2.0,1.0,0.0,0.0,0.0,0.0,32.050298,34.755465,תל אביב יפו,5000,2023-06-05 16:46:37,07/06/2023,495.0,0.0,15.0,,[],"דירה בשוק הפשפשים
שני חדרים ומרפסת
תקרות בגובה 3.9 מטרים
משופצת :)",דירה,False,100,2023-06-05,עודכן ב 07/06/2023,,1966,2023,42305,842179,57,45371,66864,26692,42032,2542615,247385
290,35safd0u,"2,550,000 ₪",הרצל,פלורנטין,ללא,2.0,40.0,7.0,2.0,1.0,0.0,1.0,0.0,7.0,2215.0,2.0,6.0,0.0,1.0,1.0,0.0,32.055387,0.0,תל אביב יפו,5000,2023-04-18 17:42:39,19/04/2023,205.0,0.0,108.0,אביב חי,[],"בלב שכונת פלורנטין,במיקום מנצח!!! דירת 2 חדרים כ-40 מטר עם 2 מרפסות מלאת אור עם נוף פתוח , מתוכננת היטב
בניין שמור מאוד ומתוחזק היטב עם 2 מעליות
יש חניון ציבורי ענק תת קרקעי צמוד לבניין",דירה,True,90,,,,2007,2023,1247,1433,16,58990,52189,55825,38310,2196748,353252
291,m5nnsfr7,"3,606,000 ₪",הקונגרס,נווה שאנן,ללא,1.0,50.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,2326.0,2.0,4.0,0.0,0.0,1.0,0.0,32.057098,0.0,תל אביב יפו,5000,2021-07-13 13:15:07,לא צוין,307.0,0.0,13.0,WOLFSON 52,[],"**ללא עמלת תווך**
דירת בוטיק  2 חדרים בלב החדש של פלורנטין.
FUNCTION & COMFORT  שילוב של חללי מגורים גדולים עם חדר שינה פונקציונאלי יחד עם מרפסת שמש מוארת הפונה על הרחוב",דירה,True,90,,,,1983,2023,1620,1135,40,50033,61211,61211,60253,3109931,496069
292,xf74rfiq,"3,090,000 ₪",הרצל,,1,1.0,69.0,8.0,6.0,1.0,1.0,0.0,0.0,8.0,2215.0,3.0,4.0,0.0,0.0,0.0,0.0,32.052191,0.0,תל אביב יפו,5000,2023-04-13 13:37:15,לא צוין,847.0,0.0,121.0,מיטל,[],"פלורנטין גבעת הרצל ,דירה פינתית עם נוף פתוח , בניין חדש ואיכותי ,בן 5 שנים, 
מרפסת שמש גדולה ועמוקה הכי שווה בבניין, עם נוף פתוח,2 מעליות,3 חדרים בקומה 4  בחזית פינתית. מזגן מיני,דוד שמש .
59 נטו פלוס מרפסת 10 מר.
מחיר סגירה 3.090 מיליון",דירה,True,80,,,,2012,2023,1247,1433,11,58990,52189,41102,44908,3144446,-54446
293,hnmrc8vz,"3,253,000 ₪",הקונגרס,נווה שאנן,1,1.0,51.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,2326.0,2.0,1.0,1.0,1.0,1.0,0.0,32.057098,0.0,תל אביב יפו,5000,2021-07-13 10:45:11,לא צוין,307.0,0.0,13.0,WOLFSON 52,[],"**ללא עמלת תווך**
דירת בוטיק  2 חדרים בלב החדש של פלורנטין.
FUNCTION & COMFORT  שילוב של חללי מגורים גדולים עם חדר שינה פונקציונאלי יחד עם מרפסת שמש מוארת הפונה על הרחוב",דירה,True,90,,,,1983,2023,1620,1135,40,50033,61211,61211,60253,3060973,192027
294,9llogi93,"2,900,000 ₪","רמב""ם","לב תל אביב, לב העיר צפון",ללא,0.0,45.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1236.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0681,0.0,תל אביב יפו,5000,2023-01-15 09:44:31,15/01/2023,1520.0,0.0,4.0,איתי דוד,[],"בבלעדיות 
 רחוב רמבם 4 ת״א
 דירת 2 חדרים מרווחת
 כ45 מטר עם תקרות גבוהות!
 קומת קרקע עם יציאה לחצר.
 3 כיוונים: דר/מע/מז
 מרחק הליכה לשוק הכרמל ולחוף הים
 דירה שמורה ולשיפוץ
בניין בוטיק של 4 דיירים
 פריים לוקיישן אזור מבוקש מאוד!
 מזגנים חדשים בחדרים
 יציאה לחצר ענקית כ100 מטר בשימוש הדירה בלבד!",דירה,True,90,,,,1973,2023,667,2783,50,58990,50509,40000,54475,2538266,361734
295,fqmf3yi6,"5,350,000 ₪",יהודה הימית,יפו העתיקה,1,1.0,82.0,12.0,6.0,1.0,0.0,0.0,0.0,12.0,1986.0,3.0,6.0,1.0,0.0,1.0,0.0,32.050269,0.0,תל אביב יפו,5000,2022-11-17 16:05:59,לא צוין,320.0,0.0,40.0,HOME MARKET,[],"בפרויקט ORO, בין שוק הפשפשים לנמל, דירת 3.5 חדרים חדשה ומוארת הפונה לנוף ים מרהיב.
82 מ""ר | 12 מ""ר מרפסת | חניה | כיווני אוויר: מזרח, דרום ומערב.
בניין בעיצוב האדריכל אילן פיבקו, עם לובי וחדר כושר לשימוש הדיירים.
מיקום חלומי, מרחק פסיעה מהים, יפו העתיקה, מסעדות ובתי קפה והרכבת הקלה החדשה.
מחיר מבוקש: 5,350,000 שקלים.

#הומרקט מוצאת לך בית",דירה,True,90,,,,1978,2023,153,3197,45,45371,51515,60921,63625,4881595,468405
296,pxzx4pbb,"2,900,000 ₪",עירית,"נווה גולן, יפו ג'",1,1.0,100.0,8.0,1.0,1.0,0.0,0.0,0.0,8.0,2024.0,4.0,5.0,1.0,0.0,1.0,0.0,32.035829,0.0,תל אביב יפו,5000,2023-02-22 16:40:08,30/10/2023,492.0,0.0,18.0,מתן עזרא REMAX,[],"דירה חדשה מקבלן בפרוייקט יוקרתי , איזור מבוקש, 3 דקות הליכה מהים 

4 חדרים, כ- 100 מ""ר+10 מ""ר מרפסת שמש, קומה 5 מתוך 8, ממ""ד, מעלית, חניה, י.הורים, שירותים כפולים, בנוסף שידרוג של מזגן מרכזי

איכלוס  אוקטובר 2023
במידה של איחור מקבלים פיצוי מהיזם",דירה,True,90,,,,1960,2023,66,5391,63,29829,33897,33352,33307,3196315,-296315
297,b8a9pycg,"1,300,000 ₪",הגדוד העברי,נווה שאנן,ללא,0.0,59.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,2253.0,3.0,3.0,0.0,0.0,0.0,0.0,32.057125,34.779791,תל אביב יפו,5000,2023-05-09 09:29:48,09/05/2023,307.0,0.0,66.0,,"['//img.yad2.co.il/Pic/202305/09/2_1/o/y2_1_03009_20230509092916.jpeg', '//img.yad2.co.il/Pic/202305/09/2_1/o/y2_2_08645_20230509092918.jpeg', '//img.yad2.co.il/Pic/202305/09/2_1/o/y2_3_03475_20230509092920.jpeg', '//img.yad2.co.il/Pic/202305/09/2_1/o/y2_4_06396_20230509092924.jpeg', '//img.yad2.co.il/Pic/202305/09/2_1/o/y2_5_09464_20230509092929.jpeg']","מוכר 50% מהנכס(יש שותף)
דירה שמורה צמודה לקווי הרכבת הקלה, ליד תחנה מרכזית, רוטשילד, לוינסקי ועוד.
הדירה מיועדת לפינוי בינוי/תמ״א 38
השקעה נכונה בזמן נכון",דירה,False,100,2023-05-09,עודכן ב 09/05/2023,,1950,2023,42305,842179,73,50033,41219,41219,26736,2253900,-953900
298,f9ap8drc,"3,700,000 ₪",פרזון,יד אליהו,1,1.0,109.0,6.0,6.0,1.0,0.0,1.0,1.0,6.0,2616.0,4.0,5.0,1.0,0.0,1.0,0.0,32.055283,0.0,תל אביב יפו,5000,2023-03-27 09:59:22,27/03/2023,206.0,0.0,11.0,עומרי אביטבול,[],"למכירה בבניין לאחר תמ""א 38/1,
דירה חדשה בפרוייקט (מסירה במאי).
מוארת ומאווררת עם נוף פתוח שלא ייחסם,
ברמת גימור גבוהה מאוד.
רחוב שקט ומבוקש, בקרבת פארקים וגנים ציבוריים, מרכזי קניות, הרכבת הקלה, תחבורה ציבורית ועוד 
רחוב פרזון 11 תל אביב
דירת 4 חדרים 
97 מ""ר 
קומה 5 מתוך 6 
12 מ""ר מרפסת שמש פתוחה 
יחידת הורים מפנקת 
2 כיווני אוויר מזרח/מערב 
ממ""ד
חנייה רובוטית",דירה,True,90,,,,1965,2023,3648,1274,58,40263,47921,47921,41009,4271422,-571422
299,3st1qq0i,"3,550,000 ₪",יצחק שדה,ביצרון ורמת ישראל,1,1.0,60.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2562.0,2.0,3.0,1.0,0.0,1.0,1.0,32.06421,0.0,תל אביב יפו,5000,2023-03-13 13:16:39,13/03/2023,486.0,0.0,59.0,איתי דוד,[],"רחוב עמינדב 14 / יצחק שדה 59
 כיום דירת 2.5 חדרים
 קומה 3 
60 מטר
 כיום דירה שמורה ומסודרת עם מזגנים ודוד שמש
 נכס לפינוי בינוי הסכם חתום הוגשה בקשה להיתר בעירייה
 הדירה תהפוך לאחר הפינוי בינוי לדירת 4 חדרים, בקומה 6, כ-86 מטר בנוי, מרפסת שמש כ- 12 מטר, בתוספת חניה תת קרקעית + מחסן, כיוונים דרום מערב, 2 שירותים + 1 אמבטיה
תשלום שכר דירה בזמן הבניה!",דירה,True,90,,,,1959,2023,3146,1172,64,47619,34102,44225,38597,2401172,1148828
300,anpy3v8s,"2,490,000 ₪",פרישמן,הצפון הישן - דרום,ללא,1.0,36.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,714.0,1.0,2.0,0.0,1.0,1.0,0.0,32.079668,0.0,תל אביב יפו,5000,2022-08-01 14:23:28,לא צוין,1461.0,0.0,75.0,שחר שפירא,[],"בלעדי בלביץ נדל""ן
למכירה ברחוב פרישמן פינת לכיש, 
פסיעה מכיכר מלכי ישראל וכל מה שטוב בתל אביב!

דירת 1.5 חדרים | 36 מ""ר | מרפסת
קומה 2  גבוהה | מעלית | 2 כיווני אוויר | עורפית לנוף ירוק",דירה,True,90,,,,1950,2023,669,2606,73,60846,51325,50497,52578,2198260,291740
301,visdn57w,"2,950,000 ₪",יפת,"נווה גולן, יפו ג'",ללא,1.0,85.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,1994.0,4.0,1.0,1.0,0.0,1.0,0.0,32.036301,0.0,תל אביב יפו,5000,2023-03-26 17:12:53,26/03/2023,492.0,0.0,171.0,"אלהמברה נדל""ן",[],"במיקום מנצח דירה מהממת 3 כיווני אויר צפון מזרח ודרום 
ממש על חוף הים בפרוייקט aya",דירה,True,90,,,,1970,2023,106,4943,53,45371,24666,33352,32377,2414939,535061
302,vt2aoofz,"2,530,000 ₪",מעפילי אגוז,נווה חן,ללא,2.0,100.0,6.0,3.0,1.0,1.0,1.0,0.0,6.0,2960.0,4.0,1.0,1.0,1.0,1.0,1.0,32.052597,0.0,תל אביב יפו,5000,2023-05-08 12:39:47,לא צוין,207.0,0.0,58.0,תיווך יד אליהו עסק משפחתי 48 שנות ניסיון,[],"בשכונת נווה חן המבוקשת בניין אחרי סיום פרוייקט תמ''א 38,דירת 4 חד' מרווחת,מעלית,2 מרפסות שמש 14 מ״ר+מרפסת 2 מ״ר שיוצאת מהחדר,ממ""ד, 3 כ""א צפון, דרום ומזרח, שקטה מאוד בהזדמנות!",דירה,True,90,2023-05-08,עודכן היום,,1970,2023,4881,2572,53,29399,28942,28157,31131,2713843,-183843
303,u3d66e3p,"3,490,000 ₪",וינגייט,יד אליהו,1,1.0,85.0,30.0,1.0,1.0,0.0,1.0,0.0,30.0,2639.0,3.0,27.0,1.0,0.0,1.0,0.0,32.060082,0.0,תל אביב יפו,5000,2021-05-23 14:29:56,01/10/2025,206.0,0.0,1.0,עידן ישר,[],"The Upper house היוקרתי מבית Gindi לגור במגדל יוקרה ברמת גימור ללא פשרות 
 דירת 3 חד? מפרט עשיר ואיכותי, פונה לים
  73 מ״ר
 מרפסת שמש חזיתית לכיוון מערב  12 מ״ר משטח דק, עם נוף לים
 ק- 27
 כיווני אוויר מערב
 חנייה בטאבו
 לובי מפואר עם שומר 24/7
 מערכת חשמל חכם, וטביעת אצבע ביומטרית
 ממ״ד",דירה,True,90,,,,1951,2023,2879,1153,72,40263,49414,48578,45597,3789026,-299026
304,7l6glxpt,"2,880,000 ₪",בני אפרים,תל ברוך צפון,1,1.0,65.0,9.0,2.0,1.0,0.0,1.0,0.0,9.0,225.0,2.0,6.0,0.0,0.0,1.0,0.0,32.122975,0.0,תל אביב יפו,5000,2022-11-15 13:42:40,13/03/2023,481.0,0.0,280.0,אלי מועלם,[],"ברחוב המבוקש בני אפריים בצומת הפיל פרויקט WOW  היוקרתי, בבניין חדש עם מרכז מסחר למטה 
מוארת ומשופצת מהיסוד.
בתכנון אלישע רובין למביני עניין.
52 מ״ר בנוי, 
13 מ""ר מרפסת,
קומה 6, 
2 חדרים, 
חנייה רשומה בטאבו, 
עורפית ושקטה,  
כיוונים מערב וצפון,
 מעליות",דירה,True,90,,,,2022,2023,3510,2887,1,42265,29279,33596,41238,2364984,515016
305,hoczy3zf,"3,350,000 ₪",וינגייט,יד אליהו,1,1.0,65.0,30.0,1.0,1.0,0.0,1.0,0.0,30.0,2639.0,2.0,28.0,0.0,0.0,1.0,0.0,32.059916,34.78791,תל אביב יפו,5000,2022-11-07 12:03:54,30/11/2025,206.0,0.0,4.0,,"['//img.yad2.co.il/Pic/202303/01/2_1/o/y2_1_08594_20230301144014.jpeg', '//img.yad2.co.il/Pic/202302/05/2_1/o/y2_2_09230_20230205183349.jpeg', '//img.yad2.co.il/Pic/202302/05/2_1/o/y2_3_09445_20230205183345.jpeg', '//img.yad2.co.il/Pic/202302/05/2_1/o/y2_4_04001_20230205183347.jpeg', '//img.yad2.co.il/Pic/202302/05/2_1/o/y2_5_04850_20230205183350.jpeg']","גינדי Upper house פרויקט יוקרה רמת גימור פרימיום בפריים לוקיישן בת״א 2 מגדלים 30 קומות 8 מעליות לובי מפואר בדירה מערכת חכם 12 מעגלי שליטה כניסה לבית ת.אצבע ביומטרי הכנה למערכת קולנוע ביתי ולווילון חשמלי גימור פנים הבית לבחירה 65 מ""ר מתוכננת מעולה + מרפסת שמש 10 מ""ר חניה תת קרקעי בטאבו. דירת 2 חדרים בקומה 28 במגדל מספר 1 הטוב בפרויקט לנוף פתוח כיוונים צפון מערב,אורבני נוף לים!
משלמים רק 50% בחתימה",דירה,False,100,,,,1951,2023,42305,842179,72,40263,49414,61393,33801,3194841,155159
306,vmshba76,"2,700,000 ₪",קהילת קנדה,"יפו ד', גבעת התמרים",ללא,0.0,56.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,2199.0,3.0,1.0,0.0,0.0,0.0,0.0,32.031238,34.754451,תל אביב יפו,5000,2023-02-15 13:12:59,02/03/2023,321.0,0.0,45.0,,"['//img.yad2.co.il/Pic/202302/15/2_1/o/y2_1_05719_20230215131204.jpeg', '//img.yad2.co.il/Pic/202302/15/2_1/o/y2_2_02588_20230215131208.jpeg', '//img.yad2.co.il/Pic/202302/15/2_1/o/y2_3_01296_20230215131213.jpeg', '//img.yad2.co.il/Pic/202302/21/2_1/o/y2_4_06899_20230221134808.jpeg', '//img.yad2.co.il/Pic/202302/21/2_1/o/y2_5_05642_20230221134813.jpeg']","הדירה מוארת מאוד עם מרפסת (לא שמש) ענקית קומת קרקע (חמש מדרגות) פינתית , ברחוב ללא מוצא , כמה דקות מהיציאות לאיילון , רכבת וולפסון , גני ילדים בתי ספר , מרחק נסיעה קצר מחופי יפו/בת ים",דירה,False,100,,,,1960,2023,42305,842179,63,34361,39195,36309,24850,2164823,535177
307,9w0gbmtf,"2,680,000 ₪",מעפילי אגוז,נווה חן,ללא,0.0,80.0,8.0,2.0,1.0,0.0,1.0,0.0,8.0,2960.0,4.0,6.0,0.0,0.0,1.0,0.0,32.054065,0.0,תל אביב יפו,5000,2023-02-21 17:01:51,02/05/2023,207.0,0.0,73.0,ערן רוזנברגר,[],"מעפילי האגוז 73 ת""א (נווה חן )
4 חדרים
80 מ""ר
קומה 6 (מתוך 8), עם מעלית
חזית
חניה משותפת
2 כ""א (דרום/מזרח)
משופצת מהיסוד
פינוי 6 חודשים
2 שירותים, 1 מקלחת
מזגן מיני מרכזי + מזגנים עליים  לוקיישן מדהים, על פארק שרני, קרובה למוסדות חינוך, תחבורה ציבורית, מרכזי קניות ועוד",דירה,True,90,,,,1985,2023,4881,2572,38,29399,28942,36854,32801,2492146,187854
